Diseases,Temperature,Weather,Region_Type,Air_Quality,Water_Quality,Humidity,time_delay,Risk_percent
Dimorphic hemmorhoids(piles),1,19,13,5,6,1,28,31
Heart attack,3,22,15,4,5,2,30,33
Varicose veins,1,19,10,6,6,1,28,34
Hypothyroidism,2,23,8,5,4,3,29,26
Hyperthyroidism,1,22,13,6,6,1,30,28
Hypoglycemia,2,20,12,5,4,3,28,41
Osteoarthristis,1,26,11,6,5,2,30,24
Arthritis,3,22,13,4,4,1,29,31
(vertigo) Paroymsal  Positional Vertigo,1,25,14,6,6,3,30,28
Acne,2,23,9,5,4,2,29,22
Urinary tract infection,3,24,16,4,5,1,30,31
Psoriasis,2,19,9,5,6,3,29,28
Impetigo,1,22,15,6,5,2,30,31
Fungal infection,3,20,8,5,6,1,28,18
Allergy,1,24,10,4,5,2,29,31
GERD,3,21,7,5,6,1,30,30
Chronic cholestasis,1,20,15,4,4,3,28,26
Drug Reaction,3,25,18,5,6,1,29,40
Peptic ulcer diseae,1,27,13,4,5,3,30,24
AIDS,3,26,11,5,4,2,28,43
Diabetes ,1,22,7,4,5,1,30,20
Gastroenteritis,2,21,9,5,6,3,28,52
Bronchial Asthma,3,26,16,4,4,1,29,26
Hypertension ,2,25,7,5,6,3,30,33
Migraine,3,19,16,6,4,2,29,26
Cervical spondylosis,2,21,10,5,5,1,28,40
Paralysis (brain hemorrhage),3,22,12,4,6,3,30,26
Jaundice,2,20,16,6,4,1,28,43
Malaria,1,27,15,5,6,3,29,72
Chicken pox,3,24,7,6,5,2,30,36
Dengue,1,20,11,5,4,3,29,79
Typhoid,3,25,8,6,5,2,28,26
hepatitis A,2,26,16,4,6,1,29,33
Hepatitis B,3,21,7,5,5,3,28,31
Hepatitis C,1,27,16,6,6,1,30,24
Hepatitis D,2,21,12,5,5,3,29,43
Hepatitis E,1,19,9,6,4,1,28,22
Alcoholic hepatitis,2,21,15,4,5,3,30,24
Tuberculosis,3,20,9,6,4,1,29,43
Common Cold,1,23,16,5,6,3,28,6
Pneumonia,3,25,11,6,4,2,30,28
Dimorphic hemmorhoids(piles),2,19,17,5,5,1,28,28
Heart attack,1,25,11,4,6,3,29,34
Varicose veins,2,26,17,5,5,2,30,40
Hypothyroidism,1,21,9,4,4,1,29,26
Hyperthyroidism,3,25,11,6,6,2,28,43
Hypoglycemia,1,21,7,5,5,3,29,26
Osteoarthristis,2,20,16,4,4,1,30,36
Arthritis,1,27,9,6,5,3,28,24
(vertigo) Paroymsal  Positional Vertigo,2,21,7,4,6,2,30,36
Acne,1,22,11,6,5,3,28,24
Urinary tract infection,2,19,16,4,6,2,30,26
Psoriasis,1,22,13,5,4,1,29,22
Impetigo,2,24,9,6,6,3,30,40
Fungal infection,1,19,8,4,5,1,28,15
Allergy,3,26,12,6,6,3,30,22
GERD,2,22,11,4,5,2,28,31
Chronic cholestasis,1,24,13,6,4,3,29,28
Drug Reaction,3,22,9,5,6,2,28,34
Peptic ulcer diseae,2,23,11,6,5,3,29,28
AIDS,3,26,18,5,6,1,30,31
Diabetes ,1,23,15,6,5,2,28,28
Gastroenteritis,3,24,8,4,4,3,29,37
Bronchial Asthma,2,20,17,6,6,2,28,26
Hypertension ,1,25,7,4,4,3,30,33
Migraine,3,20,17,6,6,1,29,26
Cervical spondylosis,2,19,9,4,5,2,28,40
Paralysis (brain hemorrhage),1,21,11,6,6,1,29,22
Jaundice,2,19,15,5,4,2,28,31
Malaria,1,22,13,6,6,3,30,55
Chicken pox,2,25,12,5,4,1,29,37
Dengue,1,21,18,4,5,3,28,77
Typhoid,2,26,12,5,6,2,29,29
hepatitis A,3,24,13,4,5,3,30,33
Hepatitis B,2,23,11,5,4,1,28,22
Hepatitis C,3,26,18,4,6,2,30,24
Hepatitis D,2,21,7,5,4,3,28,30
Hepatitis E,3,24,8,6,5,2,30,26
Alcoholic hepatitis,1,25,17,4,6,3,28,36
Tuberculosis,2,19,16,5,5,2,30,26
Common Cold,3,22,15,4,6,1,29,7
Pneumonia,1,21,9,6,4,2,28,30
Dimorphic hemmorhoids(piles),3,26,11,4,5,3,30,31
Heart attack,2,20,9,5,6,2,28,30
Varicose veins,3,22,14,4,5,3,29,31
Hypothyroidism,2,20,15,6,6,1,30,26
Hyperthyroidism,1,22,9,4,5,3,28,28
Hypoglycemia,2,24,12,5,6,2,29,44
Osteoarthristis,1,26,7,6,4,3,28,26
Arthritis,2,20,12,5,6,2,29,26
(vertigo) Paroymsal  Positional Vertigo,3,23,15,6,5,1,28,36
Acne,2,20,14,5,4,3,29,26
Urinary tract infection,1,19,11,4,6,2,30,34
Psoriasis,3,24,12,6,4,1,28,33
Impetigo,1,27,18,4,6,3,29,31
Fungal infection,3,20,16,6,4,2,28,15
Allergy,1,22,8,5,5,1,30,24
GERD,2,23,14,6,6,3,28,36
Chronic cholestasis,3,27,8,4,5,2,29,29
Drug Reaction,1,23,7,5,6,3,30,26
Peptic ulcer diseae,2,19,17,4,4,1,28,36
AIDS,3,20,14,5,5,3,29,31
Diabetes ,2,25,18,6,6,1,28,29
Gastroenteritis,1,24,11,4,4,2,29,31
Bronchial Asthma,2,26,8,5,5,3,28,29
Hypertension ,3,22,17,6,6,1,30,28
Migraine,1,27,8,4,5,2,29,28
Cervical spondylosis,2,20,16,6,6,1,28,37
Paralysis (brain hemorrhage),1,27,18,4,4,3,29,30
Jaundice,2,25,8,5,6,2,28,31
Malaria,3,27,7,6,5,3,29,66
Chicken pox,2,19,8,4,6,2,28,33
Dengue,3,26,10,5,5,1,30,78
Typhoid,2,25,9,6,4,3,28,30
hepatitis A,1,22,16,4,6,1,29,31
Hepatitis B,3,23,10,6,5,2,28,26
Hepatitis C,1,20,12,5,6,3,30,24
Hepatitis D,2,23,9,6,5,1,28,28
Hepatitis E,1,27,8,4,4,3,30,33
Alcoholic hepatitis,2,22,17,5,5,1,29,41
Tuberculosis,3,27,8,6,6,2,30,22
Common Cold,2,20,17,5,4,1,29,10
Pneumonia,1,27,10,4,6,3,30,20
Dimorphic hemmorhoids(piles),2,23,12,5,4,2,29,37
Heart attack,3,19,10,4,6,3,28,28
Varicose veins,1,27,17,6,5,1,30,26
Hypothyroidism,2,20,8,4,6,2,29,33
Hyperthyroidism,3,26,11,6,5,3,28,31
Hypoglycemia,2,25,7,4,6,1,30,33
Osteoarthristis,1,19,15,5,5,3,28,29
Arthritis,2,27,16,6,4,2,29,31
(vertigo) Paroymsal  Positional Vertigo,1,25,13,5,6,3,30,36
Acne,2,22,9,4,5,1,29,31
Urinary tract infection,1,19,17,5,6,2,28,29
Psoriasis,2,20,12,6,5,3,30,30
Impetigo,3,26,18,4,6,1,29,24
Fungal infection,2,27,11,5,4,3,28,20
Allergy,3,19,10,6,5,2,29,22
GERD,1,26,17,4,6,3,28,29
Chronic cholestasis,3,25,13,5,4,1,29,22
Drug Reaction,1,27,10,6,5,2,30,43
Peptic ulcer diseae,3,19,18,5,6,3,29,29
AIDS,2,23,14,4,5,2,30,22
Diabetes ,1,19,13,6,4,3,28,43
Gastroenteritis,2,27,8,5,6,2,30,26
Bronchial Asthma,1,21,16,4,5,1,28,24
Hypertension ,3,22,14,5,6,3,30,36
Migraine,2,27,12,4,4,1,29,29
Cervical spondylosis,3,26,9,5,5,3,28,20
Paralysis (brain hemorrhage),1,24,16,6,6,2,30,43
Jaundice,2,21,18,5,5,3,29,29
Malaria,1,23,16,4,4,2,28,77
Chicken pox,2,25,13,6,5,3,30,28
Dengue,3,27,14,4,6,1,29,73
Typhoid,2,23,8,5,4,3,28,33
hepatitis A,1,21,17,4,5,2,29,29
Hepatitis B,3,24,9,6,4,1,28,22
Hepatitis C,2,27,17,5,6,2,29,24
Hepatitis D,3,21,12,4,5,3,28,36
Hepatitis E,1,25,18,5,4,1,30,26
Alcoholic hepatitis,2,20,12,4,6,2,29,24
Tuberculosis,3,23,14,6,4,3,28,48
Common Cold,2,19,11,5,5,1,30,5
Pneumonia,1,22,8,4,4,3,29,52
Dimorphic hemmorhoids(piles),3,24,16,5,6,1,28,22
Heart attack,1,25,8,4,4,2,30,28
Varicose veins,2,20,12,6,6,3,28,30
Hypothyroidism,1,22,7,5,5,1,30,31
Hyperthyroidism,2,20,15,6,4,3,29,26
Hypoglycemia,3,27,18,5,5,1,30,33
Osteoarthristis,1,23,16,6,6,3,28,31
Arthritis,2,24,10,4,4,2,30,22
(vertigo) Paroymsal  Positional Vertigo,3,22,8,5,6,3,28,40
Acne,2,23,7,6,4,2,30,29
Urinary tract infection,1,26,16,4,6,1,29,40
Psoriasis,2,19,10,5,5,3,30,31
Impetigo,1,26,11,6,4,2,29,26
Fungal infection,3,21,8,4,5,3,30,20
Allergy,2,19,18,5,4,1,29,24
GERD,3,25,10,4,6,2,28,36
Chronic cholestasis,2,26,14,6,5,3,30,26
Drug Reaction,1,23,13,5,6,1,29,34
Peptic ulcer diseae,3,19,15,6,4,2,28,33
AIDS,1,22,16,4,5,3,29,24
Diabetes ,2,27,15,6,4,1,28,40
Gastroenteritis,3,23,11,5,6,3,30,26
Bronchial Asthma,1,21,9,4,4,2,29,31
Hypertension ,2,26,18,6,5,3,28,33
Migraine,3,24,10,4,6,1,29,24
Cervical spondylosis,2,26,14,6,5,3,30,36
Paralysis (brain hemorrhage),3,23,18,4,4,1,28,31
Jaundice,2,27,17,5,6,3,29,24
Malaria,3,24,11,4,4,2,30,92
Chicken pox,1,22,12,5,6,3,29,31
Dengue,3,24,16,4,5,2,28,92
Typhoid,2,21,17,5,4,3,30,37
hepatitis A,3,27,13,4,6,2,29,36
Hepatitis B,1,21,17,6,4,1,28,31
Hepatitis C,2,24,16,5,5,3,30,24
Hepatitis D,3,23,14,4,6,2,28,40
Hepatitis E,2,26,7,5,5,1,30,29
Alcoholic hepatitis,1,20,10,6,6,3,28,43
Tuberculosis,2,24,15,5,4,2,30,29
Common Cold,1,21,7,6,6,3,28,7
Pneumonia,2,23,17,5,5,2,30,28
Dimorphic hemmorhoids(piles),3,24,14,4,4,3,28,36
Heart attack,2,25,18,6,6,1,30,31
Varicose veins,3,23,15,5,5,3,29,28
Hypothyroidism,1,27,17,6,6,2,28,31
Hyperthyroidism,3,20,12,5,4,1,29,36
Hypoglycemia,2,21,10,4,6,3,30,31
Osteoarthristis,3,20,8,5,5,2,29,30
Arthritis,1,25,10,6,4,3,30,31
(vertigo) Paroymsal  Positional Vertigo,3,24,12,5,6,2,28,40
Acne,1,19,9,6,4,1,30,29
Urinary tract infection,2,27,13,5,5,2,28,22
Psoriasis,3,19,14,4,4,3,29,29
Impetigo,1,20,11,6,6,2,28,33
Fungal infection,2,19,9,5,5,3,29,18
Allergy,3,24,10,6,4,2,30,28
GERD,1,23,9,4,5,3,29,37
Chronic cholestasis,3,21,14,5,4,2,30,24
Drug Reaction,2,25,12,4,6,3,29,36
Peptic ulcer diseae,1,24,18,5,5,2,30,26
AIDS,3,22,11,6,6,3,28,43
Diabetes ,2,20,13,5,4,1,29,26
Gastroenteritis,1,21,12,6,5,2,30,37
Bronchial Asthma,2,27,13,5,4,1,28,24
Hypertension ,3,24,10,4,6,2,30,43
Migraine,1,19,16,5,4,1,28,22
Cervical spondylosis,3,27,13,6,5,3,30,31
Paralysis (brain hemorrhage),2,20,14,5,4,2,29,22
Jaundice,1,25,17,4,6,3,28,29
Malaria,2,20,18,5,4,2,30,95
Chicken pox,3,22,16,4,5,1,29,24
Dengue,2,24,7,6,4,3,30,86
Typhoid,1,23,16,4,5,1,29,36
hepatitis A,2,19,15,5,6,3,30,24
Hepatitis B,3,20,12,4,5,2,28,31
Hepatitis C,2,26,14,6,6,3,30,44
Hepatitis D,3,24,9,4,5,1,29,22
Hepatitis E,2,20,16,6,6,3,28,40
Alcoholic hepatitis,1,24,13,4,4,1,29,22
Tuberculosis,2,26,17,5,5,3,30,40
Common Cold,1,23,12,6,6,2,29,7
Pneumonia,3,26,15,4,5,1,28,26
Dimorphic hemmorhoids(piles),2,19,12,5,6,2,30,43
Heart attack,3,21,14,4,4,3,28,26
Varicose veins,2,23,16,6,6,2,30,40
Hypothyroidism,1,25,9,4,4,1,28,26
Hyperthyroidism,2,21,16,6,5,2,29,36
Hypoglycemia,3,22,10,5,4,3,30,34
Osteoarthristis,2,19,16,6,5,1,29,36
Arthritis,3,24,18,4,4,3,30,28
(vertigo) Paroymsal  Positional Vertigo,1,25,15,6,6,1,29,26
Acne,3,20,13,5,5,3,28,29
Urinary tract infection,2,26,7,6,6,1,30,22
Psoriasis,1,23,9,4,5,2,28,33
Impetigo,2,22,14,5,4,1,30,29
Fungal infection,3,19,15,4,6,3,29,21
Allergy,1,21,12,6,4,1,30,24
GERD,2,19,7,5,5,2,28,26
Chronic cholestasis,3,27,11,4,4,1,30,33
Drug Reaction,2,25,10,5,6,3,28,28
Peptic ulcer diseae,1,22,8,4,4,2,30,26
AIDS,2,21,10,6,6,3,28,30
Diabetes ,3,19,17,4,4,1,30,24
Gastroenteritis,1,20,9,5,6,3,29,31
Bronchial Asthma,3,22,15,4,4,1,28,26
Hypertension ,2,24,17,6,6,2,30,31
Migraine,3,25,13,4,5,3,28,33
Cervical spondylosis,2,26,10,5,6,2,30,31
Paralysis (brain hemorrhage),3,27,15,6,5,3,29,26
Jaundice,1,22,18,4,4,1,28,24
Malaria,3,19,15,5,6,3,30,95
Chicken pox,2,22,18,6,5,2,29,24
Dengue,1,26,11,5,4,1,30,72
Typhoid,2,24,12,6,5,3,28,48
hepatitis A,3,26,11,5,4,1,30,20
Hepatitis B,1,20,15,6,6,2,29,41
Hepatitis C,2,27,11,4,5,3,28,24
Hepatitis D,3,23,12,6,6,1,30,31
Hepatitis E,1,25,10,5,4,2,29,24
Alcoholic hepatitis,3,19,7,4,6,3,30,33
Tuberculosis,1,22,11,6,4,2,28,31
Common Cold,2,27,15,5,6,1,29,6
Pneumonia,3,22,10,4,5,3,28,28
Dimorphic hemmorhoids(piles),2,23,13,6,4,2,30,30
Heart attack,1,19,8,4,6,1,29,26
Varicose veins,2,25,10,5,5,3,30,33
Hypothyroidism,3,19,8,6,4,1,28,31
Hyperthyroidism,1,25,12,5,5,3,29,24
Hypoglycemia,3,24,16,6,6,2,28,43
Osteoarthristis,1,20,10,4,4,1,30,26
Arthritis,2,19,14,5,6,3,29,48
(vertigo) Paroymsal  Positional Vertigo,3,20,17,6,4,2,30,22
Acne,1,19,11,5,6,3,28,43
Urinary tract infection,2,21,9,6,4,2,29,24
Psoriasis,1,26,12,5,5,1,28,31
Impetigo,2,23,8,4,4,2,30,26
Fungal infection,1,27,12,5,6,1,29,15
Allergy,3,19,10,6,4,2,30,26
GERD,2,20,11,4,6,3,28,40
Chronic cholestasis,1,24,18,6,5,2,29,24
Drug Reaction,2,25,10,5,4,1,28,28
Peptic ulcer diseae,1,26,12,6,5,3,30,37
AIDS,3,22,11,5,6,1,28,36
Diabetes ,2,20,9,6,5,3,29,20
Gastroenteritis,3,19,11,4,4,2,30,48
Bronchial Asthma,1,26,12,5,5,1,28,22
Hypertension ,3,22,17,6,6,2,30,24
Migraine,2,27,10,5,4,1,29,26
Cervical spondylosis,3,23,13,4,5,3,28,33
Paralysis (brain hemorrhage),2,21,7,6,6,2,29,24
Jaundice,3,25,13,5,5,1,30,30
Malaria,2,21,10,6,4,2,29,72
Chicken pox,3,26,17,5,6,3,28,24
Dengue,1,22,9,6,4,2,29,86
Typhoid,2,19,11,4,5,3,28,26
hepatitis A,1,20,18,6,4,1,29,48
Hepatitis B,3,21,12,5,5,2,28,26
Hepatitis C,2,19,13,6,6,3,30,40
Hepatitis D,1,27,12,4,5,1,28,26
Hepatitis E,2,24,9,5,6,3,30,36
Alcoholic hepatitis,3,22,11,6,5,2,28,26
Tuberculosis,1,20,16,4,6,3,29,30
Common Cold,2,19,14,5,4,2,28,6
Pneumonia,1,25,7,6,5,3,30,28
Dimorphic hemmorhoids(piles),3,21,14,4,4,2,29,24
Heart attack,1,25,13,5,6,3,28,31
Varicose veins,2,22,10,6,5,1,29,26
Hypothyroidism,3,26,12,4,6,3,30,26
Hyperthyroidism,2,25,16,5,4,1,28,24
Hypoglycemia,1,27,8,4,6,3,30,36
Osteoarthristis,3,24,17,6,4,1,28,34
Arthritis,1,25,16,5,6,2,29,40
(vertigo) Paroymsal  Positional Vertigo,3,21,11,4,4,3,30,26
Acne,2,25,7,5,5,1,29,24
Urinary tract infection,1,21,18,6,6,2,28,28
Psoriasis,3,23,17,4,4,3,29,36
Impetigo,1,20,7,5,5,1,28,29
Fungal infection,3,21,14,6,4,3,29,13
Allergy,1,25,15,5,6,2,30,30
GERD,2,24,8,6,4,3,28,26
Chronic cholestasis,1,26,18,5,6,1,29,33
Drug Reaction,2,21,7,6,4,2,28,34
Peptic ulcer diseae,3,20,16,4,6,1,30,22
AIDS,2,23,11,6,5,3,28,24
Diabetes ,3,22,9,4,6,1,29,30
Gastroenteritis,2,20,12,5,4,3,28,26
Bronchial Asthma,1,22,11,6,5,1,29,43
Hypertension ,3,26,15,4,4,3,28,22
Migraine,1,24,7,5,5,1,29,30
Cervical spondylosis,3,25,14,6,4,3,30,31
Paralysis (brain hemorrhage),2,26,17,5,6,1,28,36
Jaundice,3,21,13,4,4,2,29,31
Malaria,1,19,7,5,6,1,28,84
Chicken pox,3,27,8,6,5,2,29,37
Dengue,1,26,14,5,6,1,28,60
Typhoid,2,23,16,4,4,2,30,37
hepatitis A,3,26,15,5,6,3,28,30
Hepatitis B,1,21,18,4,5,2,30,31
Hepatitis C,3,27,11,6,6,1,29,36
Hepatitis D,1,26,18,5,5,2,28,31
Hepatitis E,3,21,15,6,6,3,30,33
Alcoholic hepatitis,1,25,13,4,4,2,29,26
Tuberculosis,2,22,14,6,6,1,30,33
Common Cold,3,23,11,5,5,2,29,6
Pneumonia,1,22,15,4,4,1,30,43
Dimorphic hemmorhoids(piles),2,27,17,5,6,3,28,20
Heart attack,1,25,8,4,5,2,30,40
Varicose veins,2,24,13,6,4,1,28,31
Hypothyroidism,1,20,11,5,6,2,30,33
Hyperthyroidism,2,27,13,6,5,1,28,34
Hypoglycemia,1,21,16,5,4,2,29,24
Osteoarthristis,2,19,15,4,5,1,28,43
Arthritis,3,24,10,5,4,2,29,24
(vertigo) Paroymsal  Positional Vertigo,2,27,15,4,6,3,30,43
Acne,3,25,12,6,4,2,29,24
Urinary tract infection,1,21,9,4,6,1,30,52
Psoriasis,3,20,18,5,5,3,29,26
Impetigo,1,24,9,4,4,1,30,40
Fungal infection,3,21,18,5,6,3,29,11
Allergy,1,20,10,4,4,1,28,31
GERD,2,19,8,5,6,3,30,31
Chronic cholestasis,1,24,12,4,5,2,28,28
Drug Reaction,2,21,10,6,4,3,29,34
Peptic ulcer diseae,1,25,7,5,5,2,30,26
AIDS,2,27,12,6,6,3,29,22
Diabetes ,3,22,14,4,4,1,28,29
Gastroenteritis,1,19,15,6,5,3,29,26
Bronchial Asthma,2,21,13,4,6,2,30,24
Hypertension ,3,27,11,5,5,1,28,36
Migraine,1,20,8,6,6,3,29,26
Cervical spondylosis,3,25,16,5,4,1,28,44
Paralysis (brain hemorrhage),1,23,8,6,6,2,30,28
Jaundice,2,19,17,5,4,1,28,26
Malaria,3,23,14,6,5,2,29,71
Chicken pox,2,21,9,5,4,3,28,29
Dengue,1,22,18,6,5,1,29,85
Typhoid,3,23,8,5,6,2,30,33
hepatitis A,1,22,18,4,4,1,29,26
Hepatitis B,2,21,10,6,5,3,28,36
Hepatitis C,1,22,7,4,4,2,29,22
Hepatitis D,2,27,15,5,5,3,28,31
Hepatitis E,1,22,11,6,4,1,29,28
Alcoholic hepatitis,2,23,9,5,6,3,28,40
Tuberculosis,3,27,13,4,5,1,30,31
Common Cold,1,23,9,5,4,3,29,8
Pneumonia,3,27,12,4,6,2,28,24
Dimorphic hemmorhoids(piles),2,19,9,5,4,3,29,26
Heart attack,1,23,16,6,6,2,28,36
Varicose veins,3,21,8,4,5,1,29,24
Hypothyroidism,1,27,10,6,4,3,28,31
Hyperthyroidism,2,25,7,4,5,2,30,36
Hypoglycemia,3,20,8,5,4,1,29,28
Osteoarthristis,2,26,13,6,6,3,28,28
Arthritis,3,21,14,4,4,2,29,24
(vertigo) Paroymsal  Positional Vertigo,1,25,16,5,6,1,28,30
Acne,2,23,17,4,4,3,29,24
Urinary tract infection,1,20,15,6,5,2,30,29
Psoriasis,2,19,10,5,6,1,29,28
Impetigo,3,27,17,6,4,3,28,36
Fungal infection,2,24,10,5,5,2,29,14
Allergy,3,19,18,6,6,3,30,29
GERD,2,22,16,5,4,1,28,28
Chronic cholestasis,3,20,12,4,5,2,30,31
Drug Reaction,2,23,11,6,6,3,29,36
Peptic ulcer diseae,1,24,10,4,4,2,28,29
AIDS,3,21,7,6,5,1,30,43
Diabetes ,1,22,15,5,4,3,29,22
Gastroenteritis,3,20,17,4,5,2,30,24
Bronchial Asthma,1,26,18,5,6,1,28,26
Hypertension ,3,21,17,6,4,2,30,36
Migraine,2,22,16,5,5,3,29,22
Cervical spondylosis,3,26,17,6,6,2,30,26
Paralysis (brain hemorrhage),1,22,16,5,5,1,29,36
Jaundice,2,20,12,6,6,2,28,31
Malaria,3,19,16,4,4,1,29,77
Chicken pox,2,24,17,6,5,2,30,22
Dengue,3,20,14,5,4,1,29,95
Typhoid,2,26,10,4,5,3,28,28
hepatitis A,1,25,15,6,4,1,29,28
Hepatitis B,2,24,16,4,6,2,28,31
Hepatitis C,1,23,7,6,4,3,29,28
Hepatitis D,3,19,17,5,5,2,28,36
Hepatitis E,1,27,13,4,4,3,30,34
Alcoholic hepatitis,3,25,11,5,6,1,29,26
Tuberculosis,2,21,9,4,5,2,30,33
Common Cold,1,27,11,6,4,1,28,6
Pneumonia,2,24,16,5,5,2,30,37
Dimorphic hemmorhoids(piles),1,25,13,4,6,3,28,33
Heart attack,2,21,17,6,5,2,30,41
Varicose veins,3,26,18,4,6,3,29,28
Hypothyroidism,2,23,11,5,4,2,30,34
Hyperthyroidism,3,20,7,4,6,1,29,22
Hypoglycemia,2,21,15,6,5,3,28,41
Osteoarthristis,1,20,8,4,6,2,29,30
Arthritis,3,19,9,6,4,3,28,28
(vertigo) Paroymsal  Positional Vertigo,2,23,8,4,6,1,29,34
Acne,1,19,9,6,5,3,30,28
Urinary tract infection,3,25,16,5,4,1,29,29
Psoriasis,2,20,12,4,6,3,28,22
Impetigo,3,25,10,5,4,1,29,43
Fungal infection,1,22,9,4,5,2,28,11
Allergy,2,19,14,5,6,1,30,48
GERD,3,21,12,4,5,2,28,29
Chronic cholestasis,2,23,7,6,4,1,29,28
Drug Reaction,3,19,16,5,5,3,28,29
Peptic ulcer diseae,2,26,9,4,6,2,29,43
AIDS,1,27,18,5,4,1,30,29
Diabetes ,3,19,8,6,6,3,29,22
Gastroenteritis,2,23,15,5,4,2,28,43
Bronchial Asthma,3,27,7,6,6,3,30,22
Hypertension ,1,24,12,4,5,2,29,24
Migraine,2,26,14,6,6,1,28,40
Cervical spondylosis,3,23,9,4,5,2,29,29
Paralysis (brain hemorrhage),2,22,16,5,4,1,30,40
Jaundice,3,25,11,6,6,3,29,29
Malaria,1,26,15,5,5,1,28,70
Chicken pox,2,20,8,4,4,2,30,31
Dengue,3,23,11,6,5,1,28,77
Typhoid,2,22,18,5,6,2,30,31
hepatitis A,3,26,7,6,5,3,28,24
Hepatitis B,2,24,12,5,4,1,30,43
Hepatitis C,1,23,18,6,6,3,28,26
Hepatitis D,3,25,11,4,5,1,29,26
Hepatitis E,1,26,16,6,6,3,30,36
Alcoholic hepatitis,2,22,10,5,5,1,29,29
Tuberculosis,1,26,7,6,4,2,28,43
Common Cold,2,21,17,5,6,1,30,7
Pneumonia,3,20,11,4,5,2,29,43
Dimorphic hemmorhoids(piles),1,23,10,5,4,3,28,29
Heart attack,2,26,8,6,5,1,30,26
Varicose veins,1,24,13,4,6,3,29,33
Hypothyroidism,3,26,9,5,5,1,28,26
Hyperthyroidism,2,20,16,6,4,3,30,26
Hypoglycemia,3,23,18,4,6,1,29,29
Osteoarthristis,2,21,9,6,4,3,30,36
Arthritis,1,25,17,4,6,1,28,29
(vertigo) Paroymsal  Positional Vertigo,2,23,9,6,4,2,30,30
Acne,1,19,17,4,5,3,29,31
Urinary tract infection,3,20,14,5,6,1,28,28
Psoriasis,2,21,11,6,5,2,29,24
Impetigo,3,19,17,4,6,1,30,26
Fungal infection,2,24,15,6,4,2,28,12
Allergy,1,19,9,5,6,3,29,26
GERD,3,21,11,4,4,1,30,43
Chronic cholestasis,2,22,16,5,5,3,28,26
Drug Reaction,3,25,12,6,6,1,30,40
Peptic ulcer diseae,1,23,16,5,5,2,28,26
AIDS,3,22,15,6,6,1,29,26
Diabetes ,2,19,10,4,5,3,28,43
Gastroenteritis,1,21,11,5,6,2,30,26
Bronchial Asthma,2,19,15,6,5,1,28,31
Hypertension ,3,23,12,4,6,3,29,33
Migraine,2,20,11,6,4,2,30,28
Cervical spondylosis,3,19,13,4,5,1,28,31
Paralysis (brain hemorrhage),2,20,17,5,4,3,30,30
Jaundice,1,27,15,4,5,2,29,28
Malaria,3,21,12,6,4,1,30,77
Chicken pox,2,19,16,4,6,3,29,34
Dengue,1,27,17,5,5,1,28,84
Typhoid,3,21,11,6,6,3,30,29
hepatitis A,2,26,9,5,4,2,28,30
Hepatitis B,3,22,10,6,6,3,30,26
Hepatitis C,1,21,11,5,5,1,28,24
Hepatitis D,3,23,13,4,6,2,29,22
Hepatitis E,1,21,14,5,5,3,28,33
Alcoholic hepatitis,3,22,9,4,6,2,30,31
Tuberculosis,1,21,12,6,5,3,29,28
Common Cold,2,27,8,4,6,2,30,8
Pneumonia,3,24,11,6,5,1,28,26
Dimorphic hemmorhoids(piles),1,19,10,4,4,3,30,33
Heart attack,3,20,8,5,6,2,28,26
Varicose veins,2,23,12,4,5,1,30,28
Hypothyroidism,1,25,15,5,6,2,29,26
Hyperthyroidism,3,26,13,6,4,3,30,28
Hypoglycemia,2,21,18,5,5,2,28,31
Osteoarthristis,3,25,15,4,6,1,30,22
Arthritis,2,26,12,5,5,3,29,43
(vertigo) Paroymsal  Positional Vertigo,1,23,7,4,4,2,30,26
Acne,3,22,11,5,5,1,28,33
Urinary tract infection,1,27,15,6,6,3,30,24
Psoriasis,2,26,13,5,4,2,28,26
Impetigo,1,21,12,6,5,1,30,43
Fungal infection,3,22,10,4,6,3,28,13
Allergy,1,25,15,5,4,1,30,43
GERD,3,22,7,4,5,3,28,22
Chronic cholestasis,2,21,14,6,4,2,29,48
Drug Reaction,3,25,10,5,6,3,28,20
Peptic ulcer diseae,2,24,17,4,5,2,29,43
AIDS,3,23,16,6,6,3,30,24
Diabetes ,2,27,15,4,4,2,29,36
Gastroenteritis,3,22,11,6,5,3,30,34
Bronchial Asthma,2,20,13,4,6,2,29,30
Hypertension ,1,22,15,5,4,3,28,24
Migraine,3,24,7,6,5,2,29,30
Cervical spondylosis,2,23,16,5,6,1,28,31
Paralysis (brain hemorrhage),1,27,18,4,5,2,30,33
Jaundice,3,24,8,5,4,1,29,31
Malaria,1,27,17,4,6,2,30,77
Chicken pox,3,22,16,5,4,3,28,31
Dengue,2,25,11,6,5,2,29,72
Typhoid,1,24,14,5,6,3,28,43
hepatitis A,2,22,11,4,4,2,29,29
Hepatitis B,3,21,7,5,5,1,28,36
Hepatitis C,2,22,15,6,4,2,29,29
Hepatitis D,3,19,9,5,5,3,28,43
Hepatitis E,1,26,8,6,6,1,30,26
Alcoholic hepatitis,2,27,18,4,4,2,28,36
Tuberculosis,3,19,9,5,6,3,29,26
Common Cold,2,23,17,6,5,2,30,8
Pneumonia,3,20,16,5,6,3,28,31
Dimorphic hemmorhoids(piles),2,22,10,4,5,2,29,40
Heart attack,1,21,18,5,6,1,30,24
